	SRR7124572	SRR7124582	SRR7124583	SRR7124584	SRR7124585	SRR7124586	SRR7124587	SRR7124590	SRR7124591	SRR7124601	SRR7124602	SRR7124605	SRR7124606	SRR7124607	SRR7124608	SRR7124636	SRR7124647	SRR7124674	SRR7124676	SRR7124678	SRR7124679	SRR7124680	SRR7124693	SRR7124695	SRR7124696	SRR7124697	SRR7124698	SRR7124699	SRR7124700	SRR7124701	SRR7124702	SRR7124703	SRR7124706	SRR7124717	SRR7124718	SRR7124720	SRR7124721	SRR7124722	SRR7124723	SRR7124724	SRR7124725	SRR7124726	SRR7124727	SRR7124757	SRR7124758	SRR7124760	SRR7124761	SRR7124762	SRR7124763	SRR7124764	SRR7124765	SRR7124766	SRR7124767	SRR7124768	SRR7124769	SRR7124770	SRR7124772	SRR7124789	SRR7124806	SRR7124807	SRR7124808	SRR7124812	SRR7124814	SRR7124827	SRR7124831	SRR7124841	SRR7124845	SRR7124849	SRR7124860
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_intestinalis	0	0	0	6.00E-04	0	0	0	0	0	0	0	0.01624	0.00201	0	0	0	0	0	0.00111	0	0	1.2827	0	0	0	0	0	0	0.11075	0	0	0	0	0.00109	0	0	0.00074	0.03338	0	0.00097	0	0	0.08601	0	0.05474	0	0.04811	0	0.00028	0	0	0.00297	0	0	0	0	0	0	0	0	0.00033	0.00065	0.453	0.05879	0.00031	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_stercoris	0.00139	0.00741	0.00106	0.00134	0	0.00044	0.00053	0.00315	0	0.00692	0.00264	0.0193	0.00476	0	0	0	0	0.00956	0.00152	0.00174	0.00181	0.03393	0	0	0	0	0	0.00055	0.00492	0.00226	0	0	0	0.00447	0.00044	0.00276	0	0.00679	0.00296	0.00057	0.00386	0	0.00124	0.00064	0	0.00107	0	0.00957	0.00435	0.00245	0	0.00349	0	0	0	0	0	0	0	0	0.00097	0.00375	0.01123	1.53502	0.00171	0.00142	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma.s__Enorma_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma.s__.Collinsella._massiliensis	0	0	0	0	0	0	0	0	0	0	0	0.00091	0.00024	0	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0.00287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.00697	0.0011	0.00593	0.04762	0	0	0.03992	0.04818	0.10577	0	0.17901	0.01992	0	0	0.03572	0	0.03177	0.03037	0.05459	0	0.03694	0	0	0.02743	0.03148	0	0.01363	0	0	0.06426	0.0629	0.09699	0.00788	0.18608	0.04846	0	0	0	0	0.20602	0	0.00173	0.00571	0	0.07831	0.00993	0.02458	0.05248	0.05526	0	0.68559	0.11868	0.15008	0.03322	0	0.04111	0.0737	0.06055	0	0	0.03554	0.03434	0	0.06072	0.05706	0.19091	0	0	0.31383
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter.s__Asaccharobacter_celatus	0.00091	0	0.00199	0.01308	0	0	0.0103	0.01198	0.0306	0	0.04888	0.00407	0	0	0.01052	0	0.00529	0.0089	0.01154	0	0.0081	0	0	0.00447	0.00987	0	0.0039	0	0	0.01386	0.01616	0.01922	0.00152	0.06138	0.01677	0	0	0	0	0.05409	0	0	0.00205	0	0.02735	0.00093	0.00304	0.01552	0.014	0	0.19649	0.02273	0.03759	0.00783	0	0.01194	0.02189	0.02202	0	0	0.00856	0.00732	0	0.01922	0.01634	0.06204	0	0	0.08121
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella.s__Eggerthella_lenta	0	0	0	0.09483	0	0.01204	0	0.00994	0.00841	0.05156	0.08954	0.00321	0.28104	0.22678	0.13259	0.32075	0.01483	0.00593	0	0	0.02432	0.03519	0.41784	0.00163	0	0.21776	0.01114	0	0	0	0	0.05635	0	0.00245	0	0	0.16836	0.21303	0.00744	0.00434	0.01912	0.02154	0	0.16198	0	0.00946	0.00223	0.00856	0	0.16379	0.09238	0.00402	0.02693	0.00262	0	0	0.02152	0.00601	0.18086	0.03658	0	0	0	0	0	0.00592	0.00969	0.02102	0.00673
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0	0.00977	0	8.00E-05	0	0.02136	0.04291	0	0.00399	0.08133	0.01409	0.018	0.00699	0.01832	0	0	0.02932	0	0.00148	0.0054	0.01397	0.02769	0	0.00389	0.00241	0	0	0.03293	0.00306	0.08497	0.00135	0.02128	0.04446	0	0.00777	0.02698	0.00096	0.01147	0.00797	0.00632	0.02734	0.05121	0.00311	0.00532	0.00059	0.07535	0.00915	0.02814	0.11666	0.02006	0.03561	0.01556	0	0.00604	0.01204	0.01654	0.00567	0	0.00298	0	0	0.01558	0.09909	0.02919	0	0	0.02818
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia.s__Slackia_exigua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia.s__Slackia_isoflavoniconvertens	0.063	0.12979	0	0	0	0	0.00543	0	0	0	0	0	0	0	0	0	0	0.36152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20362	0	0	0	0	0	0	0	0	0	0	0	0	0.08996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09207
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae	0.1393	0.03291	0.41824	0.4882	0	0.18739	3.51086	0.04837	0.11102	2.23199	0.01092	0.49711	0	0.00753	2.56505	0.36491	0	0.0583	0.18054	0.02765	6.85851	2.82719	0	0.5786	0.11151	0.01108	0.39099	0.00444	0.0902	0.1711	0.17714	0	0.03006	1.84815	1.00808	0.35816	6.12698	0.21512	0.90668	1.45857	0.00032	0	0.45762	1.55707	1.55996	0.61688	2.72417	0.34794	0.1349	0.24463	1.89757	0.78844	0	0.42205	0	0.68411	0.83032	0.09007	0	0.01898	0.70348	0.57935	2.02402	1.09255	0.02449	0.42411	0.00401	0	0.53709
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_cellulosilyticus	0.00092	0	0.002	0	0	0	0.08074	0	0.03839	0	0.00249	0.00698	0	0	0	0.08667	0	0.00674	0.02258	0	0	0.0112	0	0.55211	0	0.00233	0	0	0.07258	1.37735	0.00782	0	0	0	0.03336	0.00596	0	0.2079	0	0	0	0.00297	0	0.18561	0.41947	0	0.02882	0.41716	0.00103	0.01281	0	0.03161	0.02615	0.0315	0	0.01101	0.32628	0	0	0	0.09913	0.00962	0	0.01128	0.02139	0	0	0	0.92784
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_clarus	0.02921	0	0	0	0	0	0	0	0.01451	0	0.91765	0	0	0	0	0.09901	0	0	0	0	0	0.00051	0	0.40961	0	0	0	0	1.17579	0	0.19023	0.04733	0	0	0.02736	0	0	0	0	0	0	0	0.01687	0	0	0	0	0.00253	0	0	0	0	0.05502	0	0	0.00138	0	0	0	0	0	0.00035	0	0	0	0	0	0	0.04319
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_coprocola	0.11743	0.00047	0	0	7.07382	1.22166	0	0.50293	0	0	0	0.89499	0	0	0	0	0	0	1.451	0	0	0.00021	0	0	0.20504	0	0	0	0.00021	0	0	0	1.07497	0	0	0	0	0	0	0	0	0	0	0	0	2.2704	0	0	0.83	0	0	4.69369	0	0	0	0.33524	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_coprophilus	0.01137	0	0	0	0	0	0	0.61071	0	0	0	0	0	0	0	0	0	0	2.34493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52333	0	0	0	0	0	0	0	1.76254	0	0	0.90489	0	0	0	0	0	1.50771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei	0.0023	0	0.17479	0.09578	1.36098	0.01788	2.94722	0.00416	0.00602	29.55477	19.08261	0.00614	0.00058	0.00085	0.00246	0.30245	0.00427	0	0.02864	0.37192	0.00075	0.03205	0	8.00E-04	0.01229	39.04938	12.11778	0	0.07404	0.44342	2.64771	11.51338	0.00148	7.42567	2.48863	0.00177	0.05108	8.79933	0.15809	0.02549	0.00255	0.0558	0.00119	3.38785	0.00479	0.00359	0.5123	0.00261	0.00144	0.06096	0.47582	11.83252	0.0097	0.00405	0.00482	0.1432	0.00071	5.59035	0.00251	0.05464	0.00167	0.0105	25.1339	0	5.18467	0.00034	0.11734	0.17849	0.00045
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_eggerthii	0.01956	0	0.00333	0	0	0.00013	0.02856	0	2.2631	0	0	0.00414	0	0	0	5.70172	0	0.00021	0.84299	0	0.15556	0.00356	0.00246	0	0.00351	0	0	0	0	0	2.61309	0.03611	0.00082	0.40965	0.83729	0.00965	0	0	0.25206	0.11693	0	0	0	0	0	0.05175	0	3.70265	0.25128	1.72418	0	0	0.00397	0	0	0.02659	3.44735	0	0	0	0	0	0.00057	0	1.81342	0	0	0.00144	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecichinchillae	0	0	2.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis	0.00672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07188	0	0	0	0.00578	0	0.17908	0.1932	0	0.72482	0	0	0.17901	0.02941	0	0.87138	0	0	0.23581	0	0	0	0	0	0.05604	0.01771	0	0.65689	0	0	0	0.0357	0	0	0	0.00385	0	0	0.00458	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis_CAG_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09249	0	0	0	0	0	0.10174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_finegoldii	0.06955	0.00747	0.04489	0	0.22326	0.07646	0	0.02417	0	0.33869	0.07914	0.56435	0	0	0	0	1.1086	0	0.13723	0.0777	0.04651	0	0.01352	0	0	0	0	0	0	0	0.72818	0	0.3459	2.60265	0	0	0	0.08957	0	1.53013	0	0.13281	0.27899	0.3108	0.66094	0.31241	0	0.03387	0.1974	0	0	0.52303	0.10421	0	0	0.07487	0.08521	0	0	0	0	0.02422	0	0	0	1.85261	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fluxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fragilis	0.15506	0.00189	0.03403	0.01736	0.00569	0	1.90328	0.01446	0	1.38882	0.44539	0.01205	0.00488	1.02602	0.12667	0.24846	0.00094	0	0.05819	0	5.38235	2.87852	13.35018	0	0	0	0.01086	0	0.11594	0	0	0	0.00284	0.00451	0	0.00755	2.78922	0.19037	0.03888	0.01281	0.13815	0	0.00097	7.29398	0.68725	0.00042	0	0.04073	0	0.07275	0.05717	0.02965	0	0	0	0.09472	0	0	0.00052	0.02987	0.03653	0.42211	2.13325	0.05727	0.02916	0.05078	0.21505	11.52313	1.52784
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_galacturonicus	0	0.16084	0.01125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00519	0.00461	0	0	0.3487	1.7809	0.32517	0.01306	0	0	0	0	0.98219	0	0	0	0	0	0	0	0.12541	0	0	0	0	0	0.01247	0	0	0.00211	0	0	0.12251	0	0	0	0	0	0	0.00522	0	0	0	0	0.0035	0	0	0.00051	0	0.035	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_intestinalis	0.0153	0	0.02008	0.54658	0.00114	0.02902	0.03369	0.00699	0.01197	0	0	0.27506	0.00153	4.06992	0.00082	0.00815	0	0.03028	0.25028	0	0	0.02129	0.00205	0	0	0.0506	0.02396	0	0.00331	0.06134	0.04593	0.80887	0.00292	0.11009	0.18216	0	0.00015	0.23158	0	0.36127	0	0.2633	0.4436	0.03908	0	0.04273	0.00035	2.55214	0.40839	0.03466	0.32994	0.0433	0.075	0.04598	0	0.13423	0.33883	0.08128	0.32339	0	0.74268	0	0.03343	0	0.21435	0.98167	0	0	0.00257
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_massiliensis	0	0.17121	0.41474	4.07956	0	0.27995	0	0	1.30355	0.00195	0.00409	0.14462	0	0	0.00764	0	0	0	0.00525	1.41338	0	0	0	2.97118	0.12081	0	0	0	2.58722	0.11776	1.29988	0.8222	0.64947	0	0	0.00914	0.00182	1.5801	0	0.00147	1.956	0	0	0.0026	0	0.07726	0	0	0.95628	1.44479	0.17415	0.22733	1.78835	0.18373	0	0	1.68555	1.9977	0	0.00056	0	0	0.00037	0	0	0	0.00178	0.00032	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_nordii	0	0	0.00103	0	0	0.00194	0.00139	0	0	0	0	0.00047	0	0.00511	0	0	0	0	5.00E-04	0	0.002	0	0	0.00048	0	0	0	0	0	0	0.00081	0	0	0.00146	0	0	0	0	0	0	0	0.00141	0	0	0	0.052	0.00121	0.00883	0	0	0	0	0.00432	0	0	0	0.00076	0	0	0	0.00385	0	0	0.00382	0	0	0	0	0.01985
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_oleiciplenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus	0.03752	0.06239	0.03161	0.38758	0.17962	0.01243	0.32395	0.06174	0.79607	0.41362	0.90831	0.43356	0	0.02937	0.15883	0.12466	0	0.03347	0.40029	0.01303	0.10344	0.12398	0.01646	0.19264	0.00449	21.10119	0.48058	0.04843	0.17794	0.00411	0.00394	2.0834	0.0654	0.2209	0.07219	0.00818	0.11715	0.17784	0.14693	0.0196	16.31046	1.23003	0.24273	0.40077	1.2041	0.14378	3.83238	0.46108	0.10615	0.12922	0.6142	1.59611	0.04813	0.49062	0	0.13357	0.54156	0.11487	0.42646	0	0.00909	0.28531	0.2821	2.15853	0.128	0.36641	0.00356	0.00085	0.28149
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_plebeius	0.45595	0.26156	2.61255	0.00846	0.00025	1.71321	2.91501	2.4463	0.0274	0.00396	0.00503	1.04269	0	0	0	0.00923	55.75536	0	2.22378	0.02716	0.01033	13.25415	0.00137	0.00814	0.66225	0	9.95741	0	0.00277	2.18706	0.00612	0	4.97481	0.01348	1.34658	2.73123	0.00198	0.01321	0.01555	0.01399	0.00132	27.65363	0.00379	4.63068	6.09314	5.01352	0.00333	0.00136	34.31287	0.00119	0	0.01025	0.01345	0.01406	0.01717	0.00082	0	0	0.01258	0.00216	0.00345	0.05139	0.0057	0.01283	0.01962	0.01254	8.67553	0.00824	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_salyersiae	0.00255	0	0.01297	0.24596	0	0.07199	0	0	0	0	0.00885	0.00121	0	0	0.00272	0.08594	0	0.00092	0.00537	0.00192	0	0	0	0	0	0	0.26144	0	0.00622	0.22684	0.26539	0.6196	0	0	0	0	0.11307	0.31174	0.21091	0.69497	0	0.19886	0	0.09533	0	0.4002	0	0.05251	0.06549	0	0	0.24684	2.4319	0	0	0.03411	1.43704	0.30621	0	0	0	0.06306	0.07959	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sartorii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_598	0.29456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_OM05_12	0.10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04712	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_OM08_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_stercorirosoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_stercoris	0.00662	0.00955	0.48669	2.97966	2.5435	0.13636	0.00823	0.00474	0.00383	11.96769	0.05942	0.88104	0	0	5.51067	0.00558	0.00456	0.01167	0.54046	0.27478	3.35969	6.52143	0	0	0.0934	0.05813	2.19199	0.00108	0	3.02667	0.00241	28.18154	0.2848	14.43541	0.01067	0.115	20.22445	2.67009	0.56511	12.33462	0.0041	2.30641	0.18851	0.63715	10.10053	0.12526	8.13509	0.00756	0.86241	0.0366	2.34609	4.45317	4.09298	1.47601	0.00195	0.2131	15.43376	6.57451	13.82437	0.03999	0.6567	1.46238	18.92633	0	0.01073	5.92421	0.03571	0.0048	0.01699
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.03245	0	0.19574	0.68842	0.46568	0.42656	1.78292	0.38827	0.5421	0.07315	0.38343	1.14058	0.00028	4.01337	0.10875	1.38781	1.55713	0.01418	0.07777	0.05558	0.06773	0.01768	11.89607	0.29581	0.00194	10.25395	0.29734	0.02167	0.11439	0.45734	0.01092	1.39482	0.05672	0.00625	0.65401	0.01635	0.83446	0.11856	0.36227	0.00291	2.45854	0.82072	0.19676	0.62739	1.22247	0.13179	0.7334	0.94317	0.23006	0.16523	0.92703	0.17289	3.53332	0.455	0	0.05063	1.89126	0.64726	1.54685	0.56171	0.18918	0.31711	0.50346	0.95136	0.95179	1.46986	0.06224	8.16892	1.10088
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_uniformis	0.39978	0.10994	0.32155	2.7428	1.75063	0.15709	0.61092	0.07196	2.873	6.73211	18.36008	1.30299	1.72876	10.83666	0.09243	3.23849	0.20638	0.37712	0.64046	0.0364	1.52499	0.01526	0.04399	3.53573	0.08281	3.14827	10.32682	0.04508	0.98198	6.9789	3.24854	7.20145	0.07873	9.93021	2.27999	0.65891	0.45482	6.73718	0.62609	3.08079	13.46587	10.4064	0.84162	7.01208	19.78286	4.84368	5.17087	5.291	3.18361	5.41512	1.7839	20.34991	5.2017	2.64601	0.0135	0.74568	14.72901	3.20413	15.11974	0.84837	2.17145	0.92697	1.7385	0.55805	0.40561	5.11284	0.03372	0.01113	9.78399
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_vulgatus	0.50395	1.27488	1.49005	14.8752	19.57769	0.73561	2.50626	0.30229	9.78735	0.06274	0.08203	1.99747	9.96392	15.47819	3.90024	5.87794	0.00637	0.35735	2.67558	0.01399	7.10552	30.90653	0.0266	16.65073	0.56768	0.06412	0.01048	9.88387	17.57676	1.73804	3.15157	0.00465	2.64696	5.10755	1.4798	0.78523	25.02836	2.53535	4.32988	17.87921	0.01968	14.74737	4.1094	0.0471	9.20198	12.77318	12.0114	0.41291	3.86957	7.64597	6.01717	1.17502	11.36506	8.11391	0.01196	2.54627	14.47302	2.63103	8.68696	11.13388	6.44689	4.50127	2.92797	8.53102	2.02605	16.48762	14.74972	0.01435	14.62018
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_xylanisolvens	0.02784	0	0.26031	0.00568	2.39638	0.07581	0.10666	0.02417	0.10581	0	0.36245	0.00493	0.13389	0.8062	0.00751	1.67017	0.6834	0.03529	0.60616	0.00048	0.02455	1.55212	21.9186	0.46777	0.01187	0	0.23102	0.07951	0.08635	0.31604	0.07322	0.14384	0.01693	0.02072	0.45877	0.03086	0.85551	0.0191	0.00178	0.06164	0.00422	0.00581	0.00689	0.21753	0.62007	0.04571	0.20718	0	0.33741	0.51035	0.06456	0.16882	0.16596	0.29979	0	0.01767	3.17056	0.06833	1.16761	0	0.00239	0.11553	0.99573	0	0.11119	0.10701	0.00564	0.82431	1.75761
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella.s__Barnesiella_intestinihominis	0.03389	0	0.58485	0	0	0.01256	0	0.06477	0.43099	0	0.40674	0.16978	0	0	0	0.00927	0	0.65884	0.02038	0	0	0	0	0	0.01654	0	0	0	0	1.30385	0	0.53362	0	0	0.51872	0.12871	0	0	0	0.15424	0	0	0.72695	0	0	0.03454	1.72616	1.51097	0.08502	0	0	0.81611	1.61309	0.40693	0	0	0	0.24381	0	0	0	0.37149	0	0	0	0.70791	0	0	0
