	CM.82_WGS	CM.79_WGS	CM.67_WGS	CM.580_WGS	CM.574_WGS	CM.555_WGS	CM.553_WGS	CM.536_WGS	CM.532_WGS	CM.530_WGS	CM.528_WGS	CM.525_WGS	CM.520_WGS	CM.514_WGS	CM.512_WGS	CM.511_WGS	CM.490_WGS	CM.486_WGS	CM.47_WGS	CM.466_WGS	CM.454_WGS	CM.445_WGS	CM.443_WGS	CM.439_WGS	CM.438_WGS	CM.437_WGS	CM.432_WGS	CM.425_WGS	CM.418_WGS	CM.413_WGS	CM.412_WGS	CM.409_WGS	CM.408_WGS	CM.403_WGS	CM.402_WGS	CM.397_WGS	CM.395_WGS	CM.392_WGS	CM.389_WGS	CM.382_WGS	CM.378_WGS	CM.376_WGS	CM.375_WGS	CM.373_WGS	CM.370_WGS	CM.369_WGS	CM.367_WGS	CM.366_WGS	CM.364_WGS	CM.361_WGS	CM.358_WGS	CM.347_WGS	CM.345_WGS	CM.343_WGS	CM.342_WGS	CM.340_WGS	CM.339_WGS	CM.335_WGS	CM.328_WGS	CM.317_WGS	CM.316_WGS	CM.310_WGS	CM.308_WGS	CM.294_WGS	CM.291_WGS	CM.29_WGS	CM.289_WGS	CM.285_WGS	CM.284_WGS	CM.283_WGS	CM.278_WGS	CM.275_WGS	CM.24_WGS	CM.228_WGS	CM.208_WGS	CM.206_WGS	CM.199_WGS	CM.178_WGS	CM.177_WGS	CM.164_WGS	CM.162_WGS	CM.16_WGS	CM.152_WGS	CM.147_WGS	CM.146_WGS	CM.129_WGS
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_catus	0.40457	0.12294	0.05681	0.0199	0.077	0.04594	0.07832	0	0.01051	0.20857	0.02548	0.1194	0.2629	0.04954	0.0597	0.0042	0.0542	0.01626	0.0393	0.0143	0.08964	0.01141	0	0.84269	0.0984	0	0.16623	0.00579	0.06606	0.01088	0.00599	0.1065	0.03088	0.18919	0.03328	0.31276	0.02207	0	0.01491	0.04927	0	0	0.01708	0.01298	0.06495	0.04777	0	0.02839	0.08125	0.00665	0.416	0.00636	0.0781	0	0	0.07626	0	0	0.00552	0.0141	0	0.0508	0.01276	0.07212	0.49966	0.66413	0.0494	0.05684	0.098	0.14638	1.34146	0.11617	0.05987	0	0	0.24183	0.08237	0.23043	0.00978	0	0.2027	0.158	0.02752	0	0.01113	0.47125
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes	0.04453	0	0.01896	0.26121	0.00052	0.13632	0	0.05928	0	0.04267	0.20922	0.02443	0.1698	0.02406	0.03238	1.56866	0.00498	0.11331	0.07987	0	0.34604	0.04349	0.03638	0.28982	0.2555	0.00468	0.01371	0.0456	0.03906	0.00065	0	0.04107	0	0.07433	0.03627	0.95782	0.05802	0	0.06734	0.01284	0.20057	0	0.17668	0.00165	0.0245	0.11836	0.11479	0.19099	0.40737	0.16453	1.91745	0	0	0	0	0.07482	0.03947	0	0	0	0	0.0045	0	0.10484	0.25521	0.65069	0.2378	0.01107	0.00489	0.11323	0.25745	0.03688	0.13624	0.2531	0.05312	0.47332	0.32503	0.48206	0.11917	0.1728	0.77697	0.01506	0.25517	0.06975	0.0608	0.18058
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_eutactus	0.06723	0	0.1293	0	1.57982	0.64952	1.6338	0	0	0	0.21317	0	3.67747	0	0	0	0.04922	15.83074	0.7557	0.29006	0.03957	0.0021	0.00863	0.11813	0	0.03284	0.23244	0.02379	0	0	0	0.17422	1.95806	0.81943	0.00637	0	0	0	0.51976	0.01079	2.83159	0.31061	0.38801	0.44279	0.21334	0	0	3.32738	0	0.27257	0	0	12.64772	0	0	4.2804	0.07592	0	2.86396	0	0	5.22188	4.0102	0.57651	0.01858	0	0	1.24724	0	0	0	2.41149	1.24936	0.62991	16.31672	0.11735	0	0	0.66793	0	0	0.02141	0	0	0.02513	0.11113
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_formicigenerans	0.30385	0.04108	0.03825	0.00575	0.00827	0.09935	0.06183	0	0	0.03591	0.00796	0.01639	0.00692	0	0.39308	0.23264	0.01476	0.02442	0	0.02747	0.08401	0.0107	0	0.10481	0.02159	0	0.03259	0.0123	0.07593	0.02307	0.03009	0.10678	0.0341	0.05583	0	0.07616	0.13323	0.0331	0.00105	0.06292	0.00836	0	0.01917	0	0.0234	0.05714	0.04379	0.07426	0.10642	0	0.22618	0.03145	0.04757	0	0	0.03818	0.007	0	0	0	0	0	0.03748	0.07584	0.15917	0.25501	0	0	0	0	0.21791	0	0.07267	0.13657	0	0.46094	0.00287	0.56891	0.08263	0.01831	0.25275	0.11767	0.05795	0	0.03488	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena	0.93499	0.03254	0.10106	0.1403	0.09939	0.14308	0.09507	0.01386	0	0.2229	0.39778	0.13716	0.43756	0	0.39459	0.4911	0.13748	0.13947	0.00348	0.02748	0.23421	0.05201	0.01418	0.42502	0.15906	0.10825	0.08959	0.02501	0.14295	0.44588	0.30371	0.18189	0.04979	0.10549	0.43584	0.03066	0.47552	0.03379	0.09098	0.54471	0.07366	0	0.16564	0.13016	0.08519	0.38692	0.13016	0.2539	0.11634	0.04012	0.71422	0.10171	0.09109	0	0	0.23835	0.14198	0	0.01272	0.06174	0	0.03869	0.18617	0.25078	0.31443	0.11009	0.13108	0.06284	0.00639	0	0.64721	0.07313	0.25277	0.54628	0.0939	1.14819	0.08009	0.42434	0.29908	0.3766	0.72322	0	0.18696	0.02925	0.1389	0.71401
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0	0.01277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0.23044	0	0	0.39265	0.19609	0.93433	0.06892	0.47234	0	2.9874	0.35007	0.18099	0.637	0.18386	0.24227	1.14752	0.06009	0.02827	0.03077	0.03513	1.0154	0.79302	0.0148	0.1088	0.65823	0.00273	0.01464	0.09864	0.0353	0	0.05113	0.16588	0.00151	0.00072	0.137	0.10682	0.07945	0.26598	0	0.08601	0	0.07674	0.04752	0	0.03787	0.02957	0	0.03949	0.2963	0.03119	0.90678	0.39427	0.17294	0.09745	0	0.24095	0.00325	0	0.08169	0.05052	0	0.38107	0.0264	0.08289	0.15352	0.81044	0.01027	0.03572	0	0.18773	0.60803	0.20737	0	0	0	0	0	0.03039	0	0	0.17563	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_aldenense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03512	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08082	0	0	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	0.06122	0	0	0	0	0	0.94418	0	0	0.548	0	0	0	0	0	0	0	5.86639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08809	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_citroniae	0	0	0	0	0	0	0	0	0	0	0.03454	0	0	0	0	0	0	0	0	0.00924	0	0	0	0	0	0	0	0	0	0	0.01767	0	0	0	0	0	0	0.00342	0	0	0	0	0	0	0	0	0	0	0.1108	0	0	0	0	0	0.00605	0	0	0.04373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_lavalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03328	0	0	0	0	0	0.02068	0	0	0.09252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_scindens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_symbiosum	0	0	0	0	0	0.02725	0	0	0	0.02984	0	0	0	0	0	0.00697	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02049	0	0	0	0	0	0.18031	0	0	0.00612	0.01976	0	0	0	0.00591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	0.12624	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12676	0.00085	0.22287	0.9991	0	0	0.2714	0	0	0	0	0	0	0	0.43411	0.08225	0	0	0.03998	0	0	0	0.07566	0	0	0	0	0	0	0	0.30742	0	0	0	0	0.29659	0	0	0	0.26837	0.05748	0	0	0	0	0	0.34203	0	0	0	0.22939	0.33514	0	0	0	0	0	0	0.50728	1.26129	0	0.35713	0	0.03748	0	0	0.09085	0.09716	0.62355	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_faecis	2.69401	0.12548	0.07528	0.1032	1.71264	0	2.17843	1.52142	0.12648	14.24052	0	0	0	7.13879	4.90226	0.24897	0.62757	2.63147	1.89209	0.41433	0.14417	0.06663	0.12806	0.1001	6.26733	0.56568	0.66027	0.69091	7.36918	0.13732	0	0	0.56382	8.9056	0.22126	0.36151	0.1059	0.06127	0.17698	2.43017	2.37669	0.17807	1.00648	0	0.0634	0.15554	0.07421	9.55546	0	0.11329	0.89376	5.36393	0.28323	0.33329	20.51785	0	0	0	6.24385	0	0	3.62481	0	6.88882	0.71893	0	0.29196	3.16243	0.91997	0.30598	0.22494	0	0	0.56146	0.0117	2.08487	0	0	1.26461	0.06831	0.9196	0.64056	2.06372	0.1782	0.63647	0.61399
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis	0.31984	0	0.33039	0	0.22347	0	0.07148	0	0	0.98409	0.15569	0.17491	0	1.20032	1.58729	0.63815	0.47557	0.39961	0.01546	0.68643	0.19202	0	1.50432	0.03214	0.43712	0.28686	0.04086	0.86022	0.13998	0.44218	0	0.97393	0	0.94108	0.27124	0.33014	0.56723	0.00109	0	1.21751	0.12811	0.52182	0.54788	0	0.09235	0.08306	0.16505	0.64058	0.17185	0.10604	0.77907	0.19654	0.1992	2.92215	0	0.00078	0.00756	0.79532	5.61383	0.43032	0	0.66244	0.81346	0.53253	0.13255	0	0	0.37699	0.92468	0	1.98374	0	0	0	0	0	0.01079	0	0.02192	0.4111	0.46219	4.18144	0.53068	0.1242	0.01416	0.09315
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_intestinalis	0	0	0.19468	0.04249	0.01436	0.29002	0.0843	0.12138	0.01123	0	0	5.43593	0	0	0	1.18097	0.01708	0.0408	0	1.99696	0	0.16387	0	0	0	0	0	0	0	0.00116	0.01493	0.21375	0.02629	0.13366	0	0	0.39981	0	0	3.60912	0	0	0.04243	0	0	0.00438	0	0.07038	0.02029	1.43377	0	0.32544	0.02343	0.05097	0	0.26637	0	0	0.04295	0.56099	16.79171	0.52774	0.03755	0	0	0	0	0	0.09106	0	0	0.15004	0.40557	0.00915	0.49158	0	0	0.25179	0.47506	0.88898	0	0	0.02423	0.02818	0.03273	0.43571
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_inulinivorans	2.03759	0	1.749	4.69473	0.18538	0.27146	2.66442	0.29195	0.18563	0	0.23471	2.43867	6.42255	0.89659	0.61545	0.81526	0.53238	0.97076	4.75196	0.16905	4.64847	12.38592	0.01549	0.03613	0	0.00048	0.79025	0.20818	0.21235	0	0.66308	0.32087	7.06422	0.12278	0.44753	5.95426	3.63177	0.00878	0.2552	4.56398	2.88827	0.70512	3.23458	0.14553	1.30994	0.16158	1.24654	5.10735	0.69469	0.02595	0.12775	0.13204	0.0529	0.149	9.58362	1.08348	0.22114	0	0	3.58231	0	5.12693	2.20391	0.91027	0.04331	0.43853	0.12817	0.00162	0.63386	1.09304	0.66321	1.09796	14.06757	0.90398	1.95398	0.63448	0.01035	7.81065	0.63779	2.95647	3.96847	1.50841	0.12441	1.02018	1.31504	0.47502
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_sp_831b	0.25449	0.23507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153	0	0	0	0	0.8229	0	0	0.16344	0.03708	0	0	0	0	0.00441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18531	0.28072	0	0	0	0	0	0	0	0	0	0	0.10133	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_sp_CAG_182	1.03329	0.23022	0.15844	1.34908	0.08437	0	0	0	0	0	1.00211	0.11814	0	0.08055	0	0.00489	0	0.18246	0	0.06441	1.32524	0	0	0	0	0	0	0.46268	0	0	0	0.07525	0	0	0.02591	0	0.40906	0	0.11458	0	0	0.0674	0.00325	0	0.41548	0	0	0	0.04284	0.11306	0.11164	0.45635	0.38694	0	0	0	0	0	0	0	0	0	0.82238	0.03941	0.07134	0.16578	0	0.13653	0.19217	0.21414	0.2412	0	0	0	0	0	0	0.00927	0.08006	0	0.09673	5.16289	0.6424	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_sp_CAG_303	0	0	0	0.25636	0	0	0	0	0	0	0	0.16903	0.05472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08233	0.00172	0	0.01636	0.04414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0.16759	0.00541	0	0	0	0	0	0	0	0.09472	0.02444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_sp_CAG_309	0	0	0	0	0.00258	0	0	0	0.00654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50312	0	0	0	0	0	0	0	0.00724	0	0	0.0368	0.00376	0	0	0	0	0	0	0	0	0.02708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08257	0.00991	0.04416	0	0	0	0	0	0.07368	0.06089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_sp_CAG_471	0	0	0	0.04195	0.0158	0	0	0	0	0	0.01445	0	0.01872	0.00972	0	0.13322	0	0.00511	0	0	0.01993	0.02834	0	0	0	0.00049	0.0116	0	0	0	0	0.1669	0	0	0	0	0.09097	0	0	0.02443	0	0.02473	0	0	0	0.03409	0.01717	0	0.07813	0	0.00831	0	0	0.04616	0.02637	0	0	0	0	0.03659	0	0.03004	0.16191	0.00931	0	0.01983	0.04635	0.03077	0	0	0.12029	0	0.0076	0	0	0	0	0.15845	0	0	0.00572	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas.s__Sellimonas_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Shuttleworthia.s__Shuttleworthia_satelles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Tyzzerella.s__Tyzzerella_nexilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_sp_57_20	0.43104	1.08851	0.64419	2.66056	1.50581	1.84524	0.89875	0	1.03852	3.74188	1.55407	0.8478	0.19124	7.62228	4.47867	1.51087	0.8288	1.19523	1.58433	1.25152	2.29791	0.00218	1.08223	1.08697	1.33449	0.0719	1.61734	2.7287	0.08954	0.11442	0.0312	0.66909	0.08269	0.0274	1.115	3.0885	1.46307	0.21879	0.30107	0.45006	0.36421	0.51374	0.76606	0.07271	0.6972	1.31203	0.09878	0.33748	1.11331	0.95942	0.16165	1.00022	0.76877	5.28526	0	0.71774	0.2384	2.69921	0.37018	0.33636	0	0.09458	0.23773	0.96181	2.40899	2.09647	0.94068	0.05293	0.59102	1.5563	0.86333	0.79373	3.65556	0.70535	0.21803	2.17344	3.1581	2.09838	0.36262	0.78973	0.42316	6.10997	3.24773	0.37108	0.03987	0.56704
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_sp_CAG_241	0.50372	3.01221	0.76338	1.64783	2.87935	1.6496	0.09243	0	0.27507	2.09685	0.93228	0.01264	0.06072	1.13837	5.50329	0.26623	0.72816	1.12744	0.2012	0	7.7786	0.11547	1.0916	0.1184	0.32033	0.01702	0.22371	15.8043	0	0.47678	0	0.44197	0.01096	0.33605	0.71133	0.60123	0.65925	0.3925	0.30346	0.00901	0.71246	0.47393	0.14105	0.02803	1.86539	1.12347	0.02926	0.20576	6.57284	0.25262	0.93964	0.0448	0.32866	6.42102	0	0.28324	0.0144	0.05257	0.01279	1.1466	0	0	0.01596	0.27978	0.65031	1.70053	1.71797	0.17919	0.06543	0.19319	0.1131	0.13747	0.32877	0.4188	0	3.78302	0.04063	1.48578	0.14843	2.75232	0.07591	0.55643	1.12792	0	0	0.60453
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26342	0	0.01287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.07348	0	0	0	0.12078	0.01651	0	0.07701	0.08683	0.84507	0.01774	0.26964	0.67841	0.25746	0.50769	0.06687	0.13688	0.14354	0.03078	0.00762	0.39431	0.07186	0.04973	0	0.51168	0.02293	0.02379	0.28126	0.021	0.0291	0.25253	0.15532	0.04943	0.06594	0.06316	0	0.12994	0.03509	0.00704	0	0	0.06139	0.05197	0	0.03418	0.11729	0.0141	0.08109	0.46589	0.02884	3.69276	0.47081	0.00637	0	0.12737	0.11583	0.04275	0.73401	0.3173	0.10384	1.74033	0.42962	0.01612	0.11213	0.38828	0	0	0.006	0	0.02376	0.05679	0.04774	0.24775	0.02859	0	0.43248	0.00243	0.00945	0.07532	0	0.14712	0.29913	0.25494	0	0.1517	0.30394
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_sp_CAG_528	0.5962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36043	0	0.68808	0	0	0	0	0	0	0	1.66634	0.06026	0	0	0	0	0	0	0	1.14244	0	0	0.07158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.53431	1.50852	2.21035	2.61758	3.82706	4.44708	2.44711	1.98021	6.08128	7.48258	2.27011	4.57529	8.16607	28.80032	9.05003	3.75995	2.05414	2.98399	1.24577	0.37246	3.81515	3.51143	2.99948	6.81379	5.96131	0.88582	2.50935	2.63139	2.41839	0.76783	3.54388	1.60779	3.5273	2.36027	1.39202	4.73655	4.51517	3.06995	1.14863	2.52919	3.08873	2.80469	1.24065	6.37774	1.07571	2.96002	0.61756	5.29241	1.21457	1.71207	5.16081	3.03676	2.57044	21.64024	1.14852	6.01225	1.48894	6.73289	4.16952	0.94529	0	3.26046	2.21469	3.73624	4.91996	4.30361	2.8206	2.36671	3.21411	2.69402	4.44192	3.81972	3.06766	2.29849	1.58966	8.07248	2.65051	5.58921	2.05508	2.1207	2.48493	8.52279	1.25498	0.74493	5.66399	4.05806
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	0	0	0	0	0	0.03147	0	0.08218	0	0	0.30301	0	0	0	0	0	0	0.01588	0	0	0	0	0	0	0.21515	0.02578	0	0	0	0	0	0	0.08419	0	0	0	0	0	0	0	0	0	0	0.17525	0	0	0	0	0	0.3237	0	0	0.89006	0.00223	0	0	0	0	0	0	0.27209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger_formicilis	0.04011	0.1013	0.06981	0.22121	0.12207	0.44178	0.14084	0.03898	0.21895	0.97028	0	0.86868	0.37168	1.17076	0.86489	0.22219	0.08176	0.24772	0.24888	0	0.19212	0.02415	0.00691	0.04162	0.97934	0.03091	0.11314	0.06983	0	0.02207	0.00145	0.152	0.13443	0.0733	0.02474	0.15778	0.03707	0.02801	0.01581	0.01023	0.0734	0.1659	0.00304	0.3021	0.01548	0.12107	0	0.09264	0.03879	0.37041	0.18405	0.0368	0.07402	1.24936	0	0.04292	0.10389	0.35459	0.01072	0.12019	0	1.32062	0.0029	0.02724	0.08213	0	0.00735	0	0.00949	0.07237	0.05266	0.70426	0.07721	0.03467	0	0.1447	0.01977	0.06735	0.04885	0.10355	0.3275	0.51607	0.09953	0	0.0281	0.06494
