	DRR171464	DRR171468	DRR171470	DRR171473	DRR171475	DRR171476	DRR171478	DRR171480	DRR171481	DRR171482	DRR171486	DRR171495	DRR171496	DRR171498	DRR171505	DRR171577	DRR171583	DRR171590	DRR171611	DRR171612	DRR171614	DRR171615	DRR171632	DRR171633	DRR171635	DRR171638	DRR171649	DRR171729	DRR171736	DRR171751	DRR171752	DRR171754	DRR171756	DRR171775	DRR171787	DRR171788	DRR171803	DRR171804	DRR171808	DRR171809	DRR171811	DRR171823	DRR171826	DRR171828	DRR171830	DRR171835	DRR171836	DRR171837	DRR171854	DRR171857	DRR171868	DRR171883	DRR171888	DRR171889	DRR171894	DRR171895	DRR171903	DRR171908	DRR171913	DRR171914	DRR171926	DRR171927	DRR171929	DRR171932	DRR171937	DRR171940	DRR171956
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium.s__Atopobium_deltae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium.s__Atopobium_minutum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium.s__Atopobium_parvulum	0	0.02216	0	0	0	0.00219	0.05592	0.00879	0.01614	0.00176	0.01125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0.00046	0	0	0	0	0.00117	0	0	0	0.00841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00092	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium.s__Atopobium_rimae	0	0.01366	0	0	0	0	0.04408	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium.s__Atopobium_vaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella.s__Olsenella_profusa	0	0	0	0	0	0	0.00486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella.s__Olsenella_scatoligenes	0	0	0	0	0	0	0.04288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01618	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella.s__Olsenella_uli	0	0.00096	0	0	0	0	0.08473	0	0	0.00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_aerofaciens	0.4936	0.36838	0	7.04483	1.99879	0.10435	0.0068	0.51849	1.86291	0.83795	0.00209	0.19659	0	2.07809	0.1151	1.45254	0.73392	0	1.50889	0	0.38663	0.29	4.41738	0	0	1.47513	0.97031	1.03208	10.31392	0	0.57522	0.32424	7.12326	6.19916	0.41513	0	0.49568	2.99982	1.53024	0.42	2.25329	0.3229	1.15855	2.87811	0	0.80173	0.95782	0	7.26405	0.29662	2.11581	0.4677	0	0.49047	0.65616	0	0.13533	0.62169	0	0	0.48074	0.67369	0.23795	2.6363	1.21212	0.31974	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_intestinalis	0	0.00082	0	0.00801	0	0	0	0	0.00241	0	0.00675	0	0	0	0	0	0	0	0	0.01667	0	0	0	0.03123	0	0	0.03126	0	0.00296	0	0	0	0.00504	0.01281	0.52001	0	0.00259	0.00526	0	0	0.83625	0	0	0.00075	0	0	0	0	0.01136	0	0.00091	0.00963	0	0	0	0	0	0.00532	0	0	0.02255	0	0.02658	0.00084	0.00057	0.02432	0.90481
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_stercoris	0.00088	0.00201	0	0.01591	0.00668	0	0	0	0.00967	0.00049	0.01287	0	0	0.00449	0	0.00253	0	0	0.00635	0.03571	0.22375	0	0.00187	0.08951	0	0.00881	1.08465	0.00098	0.02253	0	0.00099	0.001	0.03213	0.03184	0.02785	0	0.00054	0.0102	0.00424	0.01192	0.05508	0	0.00436	0.01037	0	0.00174	0.01032	0	0.03386	0.00107	0.0122	0.00255	0	0.00186	0.00077	0	0	0.01819	0.00294	0	0.04589	0.00235	0.0227	0.01277	0.00469	0.0685	0.00732
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma.s__Enorma_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0.00435	0.00468	0.00062	0	0	0.00042	0	0	0	0	0	0	0	0	0	0	0	0	0.00986	0	0	0	0	0	0	0	0.32468	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma.s__.Collinsella._massiliensis	0	0	0	0.00275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404	0	0	0	0.0041	0.00733	0.00049	0	0	0.00238	0	0.00052	0.00453	0	0.00103	0.0019	0	0	0	0	0.00318	0	0.00894	0	0	0	0	0	0	0	0.01925	0.00449	0	0	0	0.00059	0	0.00059	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.00128	0	0.34877	0	0.0119	0.05273	0	0.06095	0	0	0	0.01176	0	0.00281	0.00155	0.05129	0.06824	0.44641	0	0	0.01022	0.13188	0	0	0	0.0378	0.0019	0.00343	0	0	0.05115	0	0.20227	0.05098	0	0.01936	0.00341	0.01992	0.30263	0.00164	0.02681	0.07118	0.05625	0	0	0.11139	0	0	0.01202	0.04192	0.00899	0	0	0	0.05494	0.14146	0	0.00848	0.00156	0	0.01475	0.00081	0	0	0.00111	0	0.06794
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter.s__Asaccharobacter_celatus	0	0	0.09815	0	0.02904	0.01301	0	0.072	0	0	0	0.00289	0	0	0	0.17185	0.0173	0.10458	0	0	0.00152	0.03166	0	0	0	0.0093	0.02121	0	0	0	0.01303	0	0.04986	0.01053	0	0.05336	0	0.04379	0.10778	0	0.00581	0.01997	0.01532	0	0	0.03101	0	0	0.00108	0.05288	0.00302	0	0	0	0.1421	0.04398	0	0.00049	0	0	0	0	0	0	0	0	0.17095
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella.s__Eggerthella_lenta	0	0.01438	0.6181	0.24259	0.00063	0	0.03102	0.01622	0.00461	0	0	0	0.02725	0.13815	0	0.01215	0	0.00764	0	0	0	0.04499	0	0.01284	0.04571	0	0	0.03742	0.10264	0.15873	0	0.01452	0	0.27902	0	0.00115	0.1558	0.00348	0	0.01187	0.00717	0	0.02039	0.4578	0.45458	0.01666	0	0.23363	0.03076	0	0	0	0.04415	0	0.13173	0.10034	0.00783	0.03875	0.01526	0.22884	0	0	0	0.09465	4.00E-04	0.0222	0.21403
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0.05682	0.01715	0	0	0.00038	0	0.05134	0	0	0	0.02064	0.08784	0	0.00114	0	0.0114	0.00206	0	0	0.0077	0	0	0	0	0	0	0.01981	0.01002	0	0	0.11508	0.01716	0	7.00E-04	0.01383	0	0	0	0	0	0.01522	0.14941	0.09804	0.06372	0	0.03404	0	0	0.00031	0	0.01064	0	0.01535	0.01074	0.0024	0.00282	0.00092	0.04846	0	0	0.00718	0.01711	0	0	0.1225
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia.s__Slackia_exigua	0	0	0	0	0	0	0.06123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia.s__Slackia_isoflavoniconvertens	0.05299	0.09727	0	0	0.18894	0.02268	0	0	0	0.08795	0	0.02907	0	0	0	0	0.05763	0	0	0	0	0	0.19212	0	0	0.0177	0	0	0	0	0	0	0.20151	0.67551	0.02292	0	0	0	0	0	0	0	0	0	0	0	0.00529	0	0	0.09135	0	0.00349	0	0	0	0	0	0	0	0	0.29151	0	0	0.37004	0.08348	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae	0.95876	1.45571	3.25653	0	0	0.00092	0	0	0	0	13.75246	0.42131	1.71811	1.99127	1.10295	1.64314	1.81719	1.94419	0.00625	0	0	2.11764	0.26169	13.75326	0	0	0	0	1.28938	0.32032	1.13429	0	2.20063	1.71804	4.14805	0	0	0	0	0	1.29847	0.37737	1.50923	2.85072	0	0.69436	0	11.51954	0.71228	0.14147	0.23338	0.0064	0	2.78778	0	0	1.6733	2.68738	1.03332	0	3.44756	4.99363	0	0.56229	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_cellulosilyticus	0.02835	0.02647	0	0	1.10266	0.23762	0	0	0	0.01981	0.01009	0.12784	0.34426	0.17344	1.02172	0.0025	2.11479	0	0.01756	0.6771	0	0	0.001	0	0	0	0.09265	1.90413	0.02008	0	0	0	0	0	0	0.40479	0	0	0.00663	0	0.11029	1.19066	0.35643	0	0	0.62641	0	0	0.09435	0.0011	0.10558	0	0.06257	0	0	0	0.10459	0	0	0	0	0	0	0	0.0704	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_clarus	0.03487	0	0	0	0.00981	0	0	0	0	0	0	0	0.82187	0.4691	0.07682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19266	0	0	0	0.94359	0	0	0	0	0	0	0	1.48589	0.65609	0	0.21744	0	0	0.06924	0	0	0	0.06664	0	0	0	0	0.1084	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_coprocola	0	0.41759	0	3.03139	0	0.05862	0	12.67391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4317	0	0	0	0	0	0	0	0	0.67264	0	0	0	0	0	5.37319	0	9.20326	0	0	7.36256	0	0	0	0	0	0	1.51071	0	0.28264	6.66555	0	0	0	0	0	1.63498	6.71447	0	13.23474	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21219	2.04082	0	0	0	0	0	0	0	0	0.19596	0	0	0	0	0	0	0	0	0.59751	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei	0	0	0.04885	0	2.05739	0.94351	0.02689	19.59687	0	0	8.00233	4.29103	4.98438	1.17821	0.34316	8.6374	9.47506	2.49207	0.02087	0	0.66489	7.23963	0	0	0	0.18669	0	0.01215	5.31372	0.73468	17.81863	0.1486	0	10.49607	16.48268	0	0	0	0.25716	7.0089	4.30223	3.08187	0	3.08279	23.50013	10.76113	0	0	4.38518	0.38721	0.28398	0.01966	1.77192	0	6.15199	20.42239	0.57428	5.90353	0.64301	4.22173	0	0	3.32177	12.36357	8.72713	1.03589	5.03275
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0	0	0	0	0	0.11869	0	4.84437	0	0.06538	0	0	0	0	0	0	0	0.0314	0	0	1.91338	0	0	0	0	0	0	0	7.27535	0	0	0	0	0	11.74313	0	0	0	0	0.1293	0	0	0	0	0	0	7.40274	0	4.86071	0	0	4.07637	0	0	0	0	14.02757	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecichinchillae	0	0.00022	0	0	0.00352	0.01657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0.46417	0	0	4.69971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.48273	0	0	0	0	0	0	0	0	0	0	0	4.13181	0	0	0	0	0	0	0	0	0	0.06948	0	0	0	2.20267	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis_CAG_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10547	0	0	0	0	0	0	0	0	0	0	0	1.27479	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12207	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_finegoldii	0	0.01378	0	0	0.10546	0	0	0	0	0	0	0.04553	0	0.6401	0	0	4.14927	0	0.06787	0	0	0.51134	0.50834	0	0	0	0	0	0.7575	0	0	0	0.29383	8.29051	2.15864	0	0	0	0	0	2.04903	0.27033	0	0	0	0	0	0	0.06052	0	0	0.23842	0	0	0	0	0	0.04677	0	0	0	0	0.22228	0	0	0	0.98912
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fluxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fragilis	0.00433	0.79685	0	6.20638	0	0	1.12507	9.73699	20.91782	0	0.3158	0	0	0	0	0.81012	0	0	0	3.0743	0	0	0	0.12295	0	0.01441	0	0	0.08633	0.04018	0	0.40138	0	7.45872	0	0.08877	1.54323	1.317	0	0	0	0	0	0	0	0	0	5.68622	0.5396	0.09217	0	0	0	2.50069	0.67769	0	0	0.58593	0	0	0	0	0.50232	1.08214	0.59493	3.6011	0.07685
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_galacturonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12133	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_heparinolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_intestinalis	0.05839	0	0	0	0	0.47835	0	0	0	0	0	0.07904	0	0.28734	0.19682	0	0	0	0	0	0	0.37354	0	0	0	0	1.31681	0	0	0	0	0	0.33561	0	0	0	0	0	0	0.26749	0	0	0	0	0	0	0	0	0	0	0.01293	0	0	0	0	0	0	0.29016	5.60962	0	0.32401	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_massiliensis	0.30092	0.74508	0	0	0	0.47501	0	0	0	0	0	0	1.82631	0.50889	7.67787	0	0	0	0.03695	0	1.40001	3.57049	0.64298	0	0	0	0	3.18682	0	0	0	0	0	0	0	0	0	0	0	0.9815	0	0.29052	0	0	0	2.15603	0	0	0	0	0.02959	0.00342	0	0	0	0	0.93165	0	0	0	2.03533	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0.04069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076	0	0	0	0	0	0	0	0.02147	0	0	0	0.04597	0.01064	0	0	0	0	0	0	0.03048	0.00435	0	0	0	0	0	0	0	0	0	0.0261	0	0.00242	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_oleiciplenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus	0.00232	0.0042	0	3.71516	0	1.03588	0	0.78689	0	0.10813	0.08403	0.50825	1.51629	0.89268	1.853	0.55674	0.72934	1.92616	0.30225	2.2402	0.79761	0	0.22065	3.73065	0	0.10539	0.60352	0	0	1.45373	0.92036	0	0.15797	0.38817	3.91744	0.20359	1.90891	0	0	3.12734	0.5274	0.15711	0	0.539	0	2.76312	0	6.07345	0.44371	0.03579	0.51308	0.03497	4.31674	0.77438	17.70942	2.67423	0	0.16145	1.45022	0	1.78621	0.97705	0	0.94162	1.52269	2.69219	0.27141
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_plebeius	0.36218	3.18595	0	0	3.24525	0	0	0	0	0.69374	0.01998	1.17013	0	0	0.74555	27.02118	0	0	0	0	0	0	19.32397	0	0	0	0	0	0	0	0	2.35548	0	0	0	0	0	0	0.44235	0	25.35702	0	0	22.31231	0	0	0.14698	0	0	2.26148	0.81226	0	0	0	0	0	23.31319	0	25.79376	2.72868	0	0	0	0	41.9863	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_salyersiae	0.09909	0.55041	0	0	0	0	0	0	0	0	0	0	0	0.109	2.37846	0	1.92964	0.67325	0	0	0	1.72926	0.13403	0	0	0	0	0	0	0	0.35874	0	0	0	0	0	0	0	0	0	0	0	0.18708	0	0	0.08521	0	0	0	0	0	0	0	0	0	0	1.89202	0	0	0	0.47257	0	0	2.77261	0	0.71322	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sartorii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_43_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_144	0	0	0.28282	0	0	0	0	0.18477	0	0	0	0.62375	0	0	0.13975	0.24198	0.03844	0	0	0	0	0	0	0	0	0	1.85868	0	0.04538	0	0	0	0	0	0.49791	0	0	0	0	0	0.61625	0.04234	0.35343	0	0	1.5449	0	0	0	0.01347	0	0	0	0	0	0	0	0	0.41793	2.93339	0	0	0.59437	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01115	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_OM05_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_OM08_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_stercorirosoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
